  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,Resistance,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   147,    P-2397,   2023/01/27 12:05:27,           1-06,       7,         2.483,         4.245,        35.384,         0.244,         19953,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674839435.02,         0.205,         0.170,         0.423,         0.153,       148.888,         0.000,        -0.006,         3.560,        94.711,        24.021,         1.045,        60.185,         0.868,        -0.102,        0.0000,        0.0000,    0,"    
21.78",        40.750,         1,       6,       2,WassenaarRS,       0,       1
   148,    P-2397,   2023/01/27 12:14:28,           1-06,       8,         2.458,         4.226,        35.449,         0.229,         20662,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674839975.45,         0.216,         0.187,         0.432,         0.160,       156.177,         0.001,        -0.005,         3.707,        97.811,        24.862,         1.094,        62.314,         0.870,        -0.034,       -0.0000,        0.0000,    0,"    
21.79",        40.750,         1,       6,       2,WassenaarRS,       0,       1
   149,    P-2397,   2023/01/27 12:23:27,           1-06,       9,         2.476,         4.235,        35.481,         0.242,         20826,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674840515.24,         0.178,         0.167,         0.438,         0.137,       152.614,         0.000,        -0.005,         3.649,        98.563,        25.039,         1.097,        62.682,         0.870,        -0.104,       -0.0000,       -0.0000,    0,"    
21.83",        41.438,         1,       6,       2,WassenaarRS,       0,       1
   150,    P-2397,   2023/01/27 12:32:28,           1-06,      10,         2.431,         4.215,        35.505,         0.207,         20209,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674841055.43,         0.205,         0.180,         0.467,         0.145,       146.181,         0.001,        -0.007,         3.494,        95.731,        24.317,         1.072,        61.530,         0.870,         0.054,        0.0000,        0.0000,    0,"    
21.84",        41.812,         1,       6,       2,WassenaarRS,       0,       1
   151,    P-2397,   2023/01/27 12:41:28,           1-06,      11,         2.441,         4.208,        35.548,         0.220,         20411,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674841595.66,         0.213,         0.199,         0.411,         0.143,       148.844,         0.001,        -0.005,         3.551,        96.615,        24.682,         1.081,        61.729,         0.869,         0.055,        0.0000,       -0.0000,    0,"    
21.90",        41.312,         1,       6,       2,WassenaarRS,       0,       1
   152,    P-2397,   2023/01/27 12:50:28,           1-06,      12,         2.458,         4.212,        35.631,         0.236,         20367,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674842135.88,         0.221,         0.185,         0.408,         0.158,       152.679,         0.000,        -0.004,         3.643,        96.506,        24.523,         1.074,        61.455,         0.870,        -0.078,       -0.0000,       -0.0000,    0,"    
21.90",        40.938,         1,       6,       2,WassenaarRS,       0,       1
   153,    P-2397,   2023/01/27 12:59:27,           1-06,      13,         2.442,         4.198,        35.532,         0.227,         20280,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674842675.04,         0.210,         0.184,         0.401,         0.149,       155.250,        -0.000,        -0.004,         3.716,        96.090,        24.361,         1.078,        61.543,         0.869,         0.017,        0.0000,        0.0000,    0,"    
21.78",        40.875,         1,       6,       2,WassenaarRS,       0,       1
   154,    P-2397,   2023/01/27 13:08:28,           1-06,      14,         2.453,         4.212,        35.673,         0.231,         20646,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674843216.29,         0.212,         0.191,         0.436,         0.152,       152.413,         0.000,        -0.005,         3.638,        97.641,        25.061,         1.086,        62.071,         0.870,         0.015,        0.0000,       -0.0000,    0,"    
21.78",        41.438,         1,       6,       2,WassenaarRS,       0,       1
   155,    P-2397,   2023/01/27 13:17:29,           1-06,      15,         2.413,         4.191,        35.635,         0.202,         20134,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674843756.40,         0.209,         0.167,         0.412,         0.149,       148.935,        -0.000,        -0.005,         3.561,        95.405,        24.365,         1.061,        60.784,         0.869,         0.022,       -0.0000,        0.0000,    0,"    
21.83",        41.625,         1,       6,       2,WassenaarRS,       0,       1
   156,    P-2397,   2023/01/27 13:26:29,           1-06,      16,         2.462,         4.255,        35.629,         0.217,         20175,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674844297.42,         0.209,         0.179,         0.440,         0.150,       146.490,        -0.000,        -0.005,         3.496,        95.665,        24.312,         1.064,        60.898,         0.870,        -0.060,       -0.0000,        0.0000,    0,"    
21.75",        41.188,         1,       6,       2,WassenaarRS,       0,       1
   157,    P-2397,   2023/01/27 13:35:29,           1-06,      17,         2.430,         4.190,        35.609,         0.219,         19764,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674844837.27,         0.202,         0.183,         0.438,         0.140,       151.843,         0.000,        -0.006,         3.628,        93.827,        23.949,         1.030,        59.494,         0.870,        -0.056,        0.0000,        0.0000,    0,"    
21.79",        40.875,         1,       6,       2,WassenaarRS,       0,       1
   158,    P-2397,   2023/01/27 13:44:29,           1-06,      18,         2.451,         4.202,        35.795,         0.234,         20306,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674845377.37,         0.251,         0.195,         0.450,         0.178,       149.653,         0.000,        -0.005,         3.570,        96.137,        24.617,         1.074,        61.261,         0.869,         0.025,        0.0000,       -0.0000,    0,"    
21.78",        41.375,         1,       6,       2,WassenaarRS,       0,       1
   159,    P-2397,   2023/01/27 13:53:29,           1-06,      19,         2.462,         4.227,        35.656,         0.232,         19909,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674845916.90,         0.220,         0.185,         0.451,         0.160,       144.317,         0.001,        -0.005,         3.464,        94.503,        24.127,         1.039,        59.734,         0.870,        -0.097,       -0.0000,        0.0000,    0,"    
21.73",        41.312,         1,       6,       2,WassenaarRS,       0,       1
   160,    P-2397,   2023/01/27 14:02:29,           1-06,      20,         2.466,         4.240,        35.705,         0.228,         19988,       0,    1,                                  USGS50,                                T1V6-ID2,                 H2O, 1674846456.65,         0.214,         0.178,         0.412,         0.152,       147.449,        -0.000,        -0.005,         3.522,        94.857,        24.184,         1.044,        60.023,         0.869,        -0.099,       -0.0000,        0.0000,    0,"    
21.85",        41.000,         1,       6,       2,WassenaarRS,       0,       1
   161,    P-2398,   2023/01/27 14:12:28,           1-03,       1,         1.985,         3.310,        13.666,         0.238,         20688,      -1,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674847055.68,         0.218,         0.188,         0.338,         0.158,       153.222,         0.000,        -0.002,         3.635,        97.842,        25.078,         1.089,        62.234,         0.870,        -0.034,       -0.0000,       -0.0000,    0,"    
21.85",        40.688,         1,       3,       3,WassenaarRS,       0,       1
   162,    P-2398,   2023/01/27 14:21:27,           1-03,       2,         1.885,         3.086,        11.231,         0.256,         20982,      -1,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674847594.76,         0.195,         0.168,         0.382,         0.143,       152.249,         0.001,        -0.002,         3.634,        99.212,        25.317,         1.112,        62.989,         0.870,        -0.060,       -0.0000,       -0.0000,    0,"    
21.73",        41.125,         1,       3,       3,WassenaarRS,       0,       1
   163,    P-2398,   2023/01/27 14:30:26,           1-03,       3,         1.953,         3.258,        11.614,         0.234,         20826,      -1,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674848134.18,         0.228,         0.200,         0.396,         0.155,       150.130,         0.000,        -0.002,         3.577,        98.440,        25.150,         1.105,        62.924,         0.870,         0.066,        0.0000,        0.0000,    0,"    
21.79",        41.812,         1,       3,       3,WassenaarRS,       0,       1
   164,    P-2398,   2023/01/27 14:39:26,           1-03,       4,         1.971,         3.255,        11.459,         0.253,         20763,       0,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674848674.23,         0.223,         0.194,         0.366,         0.151,       150.452,         0.000,        -0.001,         3.593,        98.209,        25.176,         1.092,        62.352,         0.869,        -0.038,       -0.0000,       -0.0000,    0,"    
21.73",        41.562,         1,       3,       3,WassenaarRS,       0,       1
   165,    P-2398,   2023/01/27 14:48:27,           1-03,       5,         1.988,         3.259,        11.270,         0.268,         20736,       0,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674849214.16,         0.227,         0.194,         0.404,         0.153,       154.688,         0.000,        -0.002,         3.668,        98.146,        25.051,         1.092,        62.249,         0.870,        -0.051,       -0.0000,       -0.0000,    0,"    
21.83",        41.125,         1,       3,       3,WassenaarRS,       0,       1
   166,    P-2398,   2023/01/27 14:57:27,           1-03,       6,         1.942,         3.226,        11.238,         0.240,         20797,       0,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674849754.79,         0.203,         0.178,         0.363,         0.142,       156.523,         0.000,        -0.001,         3.740,        98.370,        25.185,         1.100,        62.521,         0.870,        -0.020,       -0.0000,        0.0000,    0,"    
21.81",        41.250,         1,       3,       3,WassenaarRS,       0,       1
   167,    P-2398,   2023/01/27 15:06:27,           1-03,       7,         1.958,         3.269,        11.253,         0.233,         20825,       0,    1,                               UltraBoil,                                T1V3-ID2,                 H2O, 1674850295.17,         0.220,         0.189,         0.418,         0.156,       150.257,         0.000,        -0.002,         3.579,        98.496,        25.057,         1.111,        62.969,         0.870,         0.023,       -0.0000,        0.0000,    0,"    
21.91",        41.875,         1,       3,       3,WassenaarRS,       0,       1
   168,    P-2399,   2023/01/27 15:16:26,           1-02,       1,         0.985,         1.418,         2.695,         0.236,         20421,      -1,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674850893.79,         0.198,         0.159,         0.370,         0.154,       148.951,         0.000,        -0.002,         3.557,        96.670,        24.792,         1.074,        61.532,         0.870,         0.029,       -0.0000,        0.0000,    0,"    
21.91",        41.625,         1,       2,       4,WassenaarRS,       0,       1
   169,    P-2399,   2023/01/27 15:25:09,           1-02,       2,              ,              ,              ,              ,              ,        ,     ,                               SuperBoil,                                T1V2-ID2,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,          ,              ,         1,       2,       4,WassenaarRS,       0,       1
   170,    P-2399,   2023/01/27 15:35:12,           1-02,       3,         0.955,         1.327,         1.563,         0.254,         20510,      -1,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674852019.73,         0.212,         0.177,         0.377,         0.155,       139.801,        -0.000,        -0.001,         3.318,        97.180,        24.964,         1.067,        60.915,         0.869,        -0.111,       -0.0000,        0.0000,    0,"    
21.84",        41.312,         1,       2,       1,WassenaarRS,       0,       1
   171,    P-2399,   2023/01/27 15:44:11,           1-02,       4,         0.971,         1.374,         1.666,         0.245,         19907,       0,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674852558.95,         0.227,         0.172,         0.354,         0.172,       140.841,         0.000,        -0.001,         3.389,        94.503,        24.267,         1.027,        59.423,         0.868,        -0.092,        0.0000,       -0.0000,    0,"    
21.73",        41.688,         1,       2,       1,WassenaarRS,       0,       1
   172,    P-2399,   2023/01/27 15:53:10,           1-02,       5,         0.941,         1.343,         1.697,         0.232,         19945,       0,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674853097.85,         0.197,         0.165,         0.410,         0.149,       140.727,         0.000,        -0.002,         3.351,        94.652,        24.367,         1.030,        59.331,         0.871,        -0.054,       -0.0000,        0.0000,    0,"    
21.76",        41.750,         1,       2,       1,WassenaarRS,       0,       1
   173,    P-2399,   2023/01/27 16:02:09,           1-02,       6,         0.918,         1.309,         1.710,         0.227,         20016,       0,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674853636.49,         0.214,         0.198,         0.401,         0.142,       145.968,         0.001,        -0.001,         3.483,        94.940,        24.336,         1.044,        59.873,         0.869,        -0.036,       -0.0000,        0.0000,    0,"    
21.72",        41.750,         1,       2,       1,WassenaarRS,       0,       1
   174,    P-2399,   2023/01/27 16:11:09,           1-02,       7,         0.917,         1.320,         1.564,         0.220,         20019,       0,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674854176.49,         0.202,         0.176,         0.420,         0.149,       146.741,         0.000,        -0.001,         3.504,        94.947,        24.423,         1.040,        59.787,         0.869,         0.001,        0.0000,        0.0000,    0,"    
21.79",        41.625,         1,       2,       1,WassenaarRS,       0,       1
   175,    P-2399,   2023/01/27 16:20:09,           1-02,       8,         0.913,         1.319,         1.544,         0.216,         20057,       0,    1,                               SuperBoil,                                T1V2-ID2,                 H2O, 1674854716.72,         0.200,         0.174,         0.362,         0.140,       145.605,         0.000,        -0.002,         3.478,        95.105,        24.395,         1.048,        60.061,         0.870,        -0.012,        0.0000,        0.0000,    0,"    
21.80",        41.562,         1,       2,       1,WassenaarRS,       0,       1
   176,    P-2400,   2023/01/27 16:30:08,           1-07,       1,         0.565,         0.872,       -27.028,         0.104,         19683,      -1,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674855316.16,         0.216,         0.198,         0.363,         0.147,       145.303,         0.000,         0.000,         3.471,        93.586,        23.994,         1.015,        58.845,         0.869,        -0.036,       -0.0000,       -0.0000,    0,"    
21.76",        41.500,         1,       7,       2,WassenaarRS,       0,       1
   177,    P-2400,   2023/01/27 16:39:08,           1-07,       2,         0.422,         0.630,       -28.259,         0.089,         20501,      -1,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674855856.12,         0.195,         0.156,         0.366,         0.147,       149.346,         0.000,         0.002,         3.570,        97.145,        24.816,         1.079,        61.739,         0.870,         0.029,        0.0000,        0.0000,    0,"    
21.85",        41.500,         1,       7,       2,WassenaarRS,       0,       1
   178,    P-2400,   2023/01/27 16:48:08,           1-07,       3,         0.528,         0.813,       -29.786,         0.099,         19207,      -1,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674856395.80,         0.234,         0.183,         0.390,         0.165,       143.061,         0.000,         0.002,         3.441,        91.530,        23.465,         0.985,        57.201,         0.869,        -0.049,       -0.0000,        0.0000,    0,"    
21.77",        41.562,         1,       7,       2,WassenaarRS,       0,       1
   179,    P-2400,   2023/01/27 16:57:08,           1-07,       4,         0.518,         0.814,       -30.084,         0.089,         19459,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674856936.30,         0.204,         0.190,         0.378,         0.150,       144.773,        -0.000,         0.002,         3.464,        92.590,        23.790,         0.997,        58.029,         0.868,        -0.029,        0.0000,        0.0000,    0,"    
21.87",        41.500,         1,       7,       2,WassenaarRS,       0,       1
   180,    P-2400,   2023/01/27 17:06:07,           1-07,       5,         0.493,         0.793,       -30.251,         0.074,         19374,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674857475.22,         0.195,         0.163,         0.348,         0.141,       143.875,         0.000,         0.001,         3.444,        92.188,        23.698,         0.998,        58.007,         0.868,         0.002,        0.0000,       -0.0000,    0,"    
21.83",        41.562,         1,       7,       2,WassenaarRS,       0,       1
   181,    P-2400,   2023/01/27 17:15:06,           1-07,       6,         0.510,         0.815,       -30.466,         0.079,         19445,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674858013.80,         0.204,         0.179,         0.364,         0.148,       141.726,         0.001,         0.000,         3.387,        92.522,        23.801,         0.993,        58.087,         0.869,        -0.034,        0.0000,        0.0000,    0,"    
21.79",        41.625,         1,       7,       2,WassenaarRS,       0,       1
   182,    P-2400,   2023/01/27 17:24:06,           1-07,       7,         0.496,         0.803,       -30.532,         0.072,         19371,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674858553.89,         0.198,         0.169,         0.392,         0.144,       142.942,        -0.000,         0.001,         3.418,        92.167,        23.615,         1.000,        58.273,         0.868,         0.036,       -0.0000,        0.0000,    0,"    
21.85",        41.625,         1,       7,       2,WassenaarRS,       0,       1
   183,    P-2400,   2023/01/27 17:33:06,           1-07,       8,         0.520,         0.816,       -30.606,         0.090,         19387,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674859094.42,         0.208,         0.161,         0.349,         0.156,       142.310,         0.000,        -0.001,         3.421,        92.267,        23.691,         1.000,        58.028,         0.869,         0.006,       -0.0000,        0.0000,    0,"    
21.77",        41.688,         1,       7,       2,WassenaarRS,       0,       1
   184,    P-2400,   2023/01/27 17:42:06,           1-07,       9,         0.504,         0.806,       -30.699,         0.078,         19192,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674859634.27,         0.239,         0.191,         0.381,         0.164,       140.020,         0.001,        -0.000,         3.367,        91.420,        23.541,         0.983,        57.167,         0.868,        -0.036,        0.0000,        0.0000,    0,"    
21.85",        41.750,         1,       7,       2,WassenaarRS,       0,       1
   185,    P-2400,   2023/01/27 17:51:07,           1-07,      10,         0.521,         0.826,       -30.737,         0.085,         19244,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674860174.97,         0.223,         0.178,         0.379,         0.165,       144.212,         0.001,        -0.000,         3.471,        91.637,        23.594,         0.988,        57.507,         0.869,        -0.009,        0.0000,       -0.0000,    0,"    
21.70",        41.875,         1,       7,       2,WassenaarRS,       0,       1
   186,    P-2400,   2023/01/27 18:00:08,           1-07,      11,         0.499,         0.821,       -30.900,         0.066,         19256,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674860715.30,         0.193,         0.167,         0.390,         0.142,       141.517,        -0.001,        -0.000,         3.405,        91.703,        23.512,         0.990,        57.749,         0.868,         0.017,       -0.0000,        0.0000,    0,"    
21.83",        42.125,         1,       7,       2,WassenaarRS,       0,       1
   187,    P-2400,   2023/01/27 18:09:08,           1-07,      12,         0.453,         0.747,       -30.879,         0.059,         19201,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674861256.30,         0.231,         0.195,         0.348,         0.156,       140.632,         0.001,         0.001,         3.382,        91.407,        23.543,         0.983,        57.434,         0.869,         0.001,       -0.0000,        0.0000,    0,"    
21.79",        42.125,         1,       7,       2,WassenaarRS,       0,       1
   188,    P-2400,   2023/01/27 18:18:09,           1-07,      13,         0.519,         0.863,       -31.053,         0.063,         19184,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674861796.58,         0.197,         0.173,         0.346,         0.145,       138.794,         0.000,        -0.001,         3.338,        91.425,        23.516,         0.973,        57.021,         0.869,        -0.092,       -0.0000,        0.0000,    0,"    
21.84",        41.812,         1,       7,       2,WassenaarRS,       0,       1
   189,    P-2400,   2023/01/27 18:27:08,           1-07,      14,         0.498,         0.810,       -30.959,         0.071,         19156,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674862336.12,         0.221,         0.182,         0.375,         0.153,       147.137,         0.000,        -0.001,         3.519,        91.248,        23.482,         0.978,        57.307,         0.869,        -0.000,       -0.0000,       -0.0000,    0,"    
21.89",        41.625,         1,       7,       2,WassenaarRS,       0,       1
   190,    P-2400,   2023/01/27 18:36:08,           1-07,      15,         0.497,         0.818,       -30.963,         0.066,         19260,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674862875.78,         0.202,         0.170,         0.416,         0.152,       144.062,        -0.000,        -0.002,         3.467,        91.740,        23.489,         0.992,        57.656,         0.869,        -0.014,       -0.0000,        0.0000,    0,"    
21.89",        41.750,         1,       7,       2,WassenaarRS,       0,       1
   191,    P-2400,   2023/01/27 18:45:07,           1-07,      16,         0.540,         0.828,       -30.963,         0.102,         19196,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674863414.94,         0.215,         0.179,         0.364,         0.163,       140.109,         0.000,        -0.000,         3.367,        91.421,        23.494,         0.987,        57.539,         0.869,         0.076,        0.0000,       -0.0000,    0,"    
21.94",        42.125,         1,       7,       2,WassenaarRS,       0,       1
   192,    P-2400,   2023/01/27 18:54:08,           1-07,      17,         0.493,         0.797,       -31.094,         0.072,         19171,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674863955.36,         0.203,         0.164,         0.372,         0.157,       138.324,         0.001,        -0.001,         3.305,        91.313,        23.536,         0.977,        57.227,         0.868,         0.024,       -0.0000,        0.0000,    0,"    
21.92",        41.812,         1,       7,       2,WassenaarRS,       0,       1
   193,    P-2400,   2023/01/27 19:03:08,           1-07,      18,         0.543,         0.819,       -31.130,         0.110,         19213,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674864495.96,         0.236,         0.199,         0.400,         0.159,       144.266,         0.000,        -0.001,         3.467,        91.565,        23.664,         0.967,        56.802,         0.870,        -0.128,        0.0000,       -0.0000,    0,"    
21.74",        41.500,         1,       7,       2,WassenaarRS,       0,       1
   194,    P-2400,   2023/01/27 19:12:08,           1-07,      19,         0.529,         0.848,       -31.181,         0.082,         19321,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674865035.27,         0.229,         0.185,         0.421,         0.166,       144.872,        -0.000,        -0.000,         3.483,        92.053,        23.552,         0.987,        57.698,         0.869,        -0.108,        0.0000,       -0.0000,    0,"    
21.81",        41.812,         1,       7,       2,WassenaarRS,       0,       1
   195,    P-2400,   2023/01/27 19:21:08,           1-07,      20,         0.522,         0.827,       -31.146,         0.086,         19347,       0,    1,                          Muley_Standard,                                T1V7-ID2,                 H2O, 1674865575.23,         0.218,         0.174,         0.372,         0.153,       144.568,         0.000,        -0.001,         3.477,        92.121,        23.642,         0.991,        57.770,         0.870,        -0.086,       -0.0000,        0.0000,    0,"    
21.87",        42.188,         1,       7,       2,WassenaarRS,       0,       1
   196,    P-2401,   2023/01/27 19:31:06,           1-08,       1,         0.043,        -0.310,        -0.026,         0.207,         20617,      -1,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674866173.58,         0.222,         0.183,         0.447,         0.157,       147.225,         0.000,        -0.005,         3.518,        97.563,        24.942,         1.092,        62.224,         0.869,         0.056,       -0.0000,       -0.0000,    0,"    
21.76",        42.375,         1,       8,       2,WassenaarRS,       0,       1
   197,    P-2401,   2023/01/27 19:40:05,           1-08,       2,        -0.070,        -0.497,         0.997,         0.192,         21521,      -1,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674866712.86,         0.184,         0.177,         0.392,         0.135,       152.312,         0.001,        -0.004,         3.598,       101.554,        26.125,         1.136,        64.454,         0.869,        -0.014,       -0.0000,        0.0000,    0,"    
21.96",        42.125,         1,       8,       2,WassenaarRS,       0,       1
   198,    P-2401,   2023/01/27 19:49:06,           1-08,       3,         0.010,        -0.396,         2.582,         0.219,         20513,      -1,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674867253.80,         0.201,         0.165,         0.433,         0.145,       151.956,         0.001,        -0.004,         3.633,        97.101,        24.761,         1.084,        62.023,         0.869,        -0.032,        0.0000,       -0.0000,    0,"    
21.98",        41.688,         1,       8,       2,WassenaarRS,       0,       1
   199,    P-2401,   2023/01/27 19:58:05,           1-08,       4,         0.034,        -0.371,         3.039,         0.230,         20813,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674867792.85,         0.234,         0.192,         0.404,         0.164,       149.414,        -0.000,        -0.003,         3.546,        98.460,        25.239,         1.091,        62.228,         0.869,        -0.037,       -0.0000,        0.0000,    0,"    
21.75",        41.875,         1,       8,       2,WassenaarRS,       0,       1
   200,    P-2401,   2023/01/27 20:07:05,           1-08,       5,         0.013,        -0.392,         3.146,         0.220,         20581,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674868332.49,         0.217,         0.192,         0.383,         0.152,       148.349,         0.000,        -0.005,         3.539,        97.408,        25.007,         1.080,        61.673,         0.870,         0.028,       -0.0000,       -0.0000,    0,"    
21.83",        41.938,         1,       8,       2,WassenaarRS,       0,       1
   201,    P-2401,   2023/01/27 20:16:05,           1-08,       6,         0.017,        -0.355,         3.223,         0.204,         20737,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674868872.93,         0.231,         0.183,         0.399,         0.167,       152.098,         0.000,        -0.004,         3.635,        98.077,        25.162,         1.090,        62.370,         0.870,        -0.001,       -0.0000,       -0.0000,    0,"    
21.84",        41.500,         1,       8,       2,WassenaarRS,       0,       1
   202,    P-2401,   2023/01/27 20:25:05,           1-08,       7,         0.004,        -0.395,         3.375,         0.213,         20481,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674869412.28,         0.220,         0.174,         0.450,         0.163,       147.014,        -0.000,        -0.004,         3.483,        96.961,        24.974,         1.062,        61.235,         0.871,        -0.076,       -0.0000,        0.0000,    0,"    
21.79",        41.688,         1,       8,       2,WassenaarRS,       0,       1
   203,    P-2401,   2023/01/27 20:34:04,           1-08,       8,         0.044,        -0.347,         3.423,         0.227,         20706,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674869952.49,         0.211,         0.175,         0.421,         0.157,       147.000,         0.001,        -0.004,         3.505,        97.997,        25.058,         1.087,        62.200,         0.870,        -0.014,        0.0000,       -0.0000,    0,"    
21.96",        41.812,         1,       8,       2,WassenaarRS,       0,       1
   204,    P-2401,   2023/01/27 20:43:03,           1-08,       9,        -0.005,        -0.387,         3.478,         0.199,         20649,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674870490.88,         0.233,         0.190,         0.409,         0.169,       151.227,         0.001,        -0.003,         3.610,        97.640,        25.158,         1.084,        61.979,         0.870,         0.046,       -0.0000,       -0.0000,    0,"    
21.93",        41.438,         1,       8,       2,WassenaarRS,       0,       1
   205,    P-2401,   2023/01/27 20:52:02,           1-08,      10,         0.007,        -0.362,         3.506,         0.198,         20837,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674871029.42,         0.214,         0.203,         0.395,         0.155,       154.385,        -0.000,        -0.003,         3.684,        98.524,        25.257,         1.099,        62.584,         0.870,         0.047,       -0.0000,        0.0000,    0,"    
21.82",        41.500,         1,       8,       2,WassenaarRS,       0,       1
   206,    P-2401,   2023/01/27 21:01:01,           1-08,      11,         0.009,        -0.373,         3.466,         0.206,         20744,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674871568.94,         0.221,         0.191,         0.418,         0.153,       148.680,         0.000,        -0.003,         3.548,        98.145,        25.257,         1.085,        61.884,         0.869,        -0.066,        0.0000,       -0.0000,    0,"    
21.83",        41.875,         1,       8,       2,WassenaarRS,       0,       1
   207,    P-2401,   2023/01/27 21:10:01,           1-08,      12,         0.028,        -0.377,         3.572,         0.227,         20685,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674872108.71,         0.236,         0.197,         0.368,         0.164,       153.992,        -0.000,        -0.002,         3.657,        97.869,        25.125,         1.086,        61.903,         0.869,        -0.029,        0.0000,       -0.0000,    0,"    
21.78",        41.625,         1,       8,       2,WassenaarRS,       0,       1
   208,    P-2401,   2023/01/27 21:19:00,           1-08,      13,        -0.004,        -0.388,         3.674,         0.201,         20798,       0,    1,                                 Real_KD,                                T1V8-ID2,                 H2O, 1674872647.97,         0.209,         0.171,         0.428,         0.150,       151.176,         0.001,        -0.005,         3.583,        98.267,        25.204,         1.107,        62.829,         0.871,         0.086,        0.0000,        0.0000,    0,"    
21.74",        41.500,         1,       8,       2,WassenaarRS,       0,       1
